predecessor|predecessor|noun|C1|a person who did a job before somebody else|/ˈpriːdəsesə(r)/|/ˈpredəsesər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/prede/predecessor__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/prede/predecessor__us_1.mp3|<li class="" htag="li"><span class="x">The new president reversed many of the policies of his predecessor.</span></li>;<li class="" htag="li"><span class="x">his immediate predecessor in the post</span></li>;<li class="" htag="li"><span class="x">my predecessor at the Ministry of Defence</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/predecessor|<li class="" htag="li"><span class="x">Tổng thống mới đã đảo ngược nhiều chính sách của người tiền nhiệm.</span></li>;<li class="" htag="li"><span class="x">người tiền nhiệm trực tiếp của ông trong bài viết</span></li>;<li class="" htag="li"><span class="x">người tiền nhiệm của tôi tại Bộ Quốc phòng</span></li>|một người đã làm một công việc trước người khác
predictable|predictable|adjective|B2+|if something is predictable, you know in advance that it will happen or what it will be like|/prɪˈdɪktəbl/|/prɪˈdɪktəbl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/predi/predictable__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/predi/predictable__us_1.mp3|<li class="" htag="li"><span class="x">a predictable result</span></li>;<li class="" htag="li"><span class="x">The ending of the book was entirely predictable.</span></li>;<li class="" htag="li"><span class="x">The disease follows a highly predictable pattern.</span></li>;<li class="" htag="li"><span class="x">In March and April, the weather is much less predictable.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/predictable|<li class="" htag="li"><span class="x">một kết quả có thể dự đoán được</span></li>;<li class="" htag="li"><span class="x">Cái kết của cuốn sách hoàn toàn có thể đoán trước được.</span></li>;<li class="" htag="li"><span class="x">Căn bệnh này diễn biến theo một mô hình rất dễ dự đoán.</span></li>;<li class="" htag="li"><span class="x">Vào tháng 3 và tháng 4, thời tiết khó dự đoán hơn nhiều.</span></li>|nếu điều gì đó có thể dự đoán được, bạn biết trước rằng nó sẽ xảy ra hoặc nó sẽ như thế nào
predominantly|predominantly|adverb|C1|mostly; mainly|/prɪˈdɒmɪnəntli/|/prɪˈdɑːmɪnəntli/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/predo/predominantly__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/predo/predominantly__us_1.mp3|<li class="" htag="li"><span class="x">She works in a predominantly male environment.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/predominantly|<li class="" htag="li"><span class="x">Cô ấy làm việc trong một môi trường chủ yếu là nam giới.</span></li>|chủ yếu; chủ yếu
preference|preference|noun|B2+|a greater interest in or desire for somebody/something than somebody/something else|/ˈprefrəns/|/ˈprefrəns/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/prefe/preference__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/prefe/preference__us_1_rr.mp3|<li class="" htag="li"><span class="x">It's a matter of <span class="cl">personal preference</span>.</span></li>;<li class="" htag="li"><span class="x">I can't say that I have any particular preference.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">preference for somebody/something</span> <span class="x">Many people <span class="cl">expressed a strong preference</span> for the original plan.</span></li>;<li class="" htag="li"><span class="x">Let's make a list of possible speakers, <span class="cl">in order of preference</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/preference|<li class="" htag="li"><span class="x">Đây là vấn đề sở thích cá nhân</span>.</span></li>;<li class="" htag="li"><span class="x">Tôi không thể nói rằng tôi có sở thích cụ thể nào.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">preference for somebody/something</span> <span class="x">Nhiều người <span class="cl">đã bày tỏ sự ưu tiên mạnh mẽ</span> for the original plan.</span></li>;<li class="" htag="li"><span class="x">Chúng ta hãy lập danh sách những người có thể nói, <span class="cl">theo thứ tự ưu tiên</span>.</span></li>|sự quan tâm hoặc mong muốn lớn hơn đối với ai đó/cái gì đó hơn là ai đó/cái gì đó khác
pregnancy|pregnancy|noun|C1|the state of being pregnant|/ˈpreɡnənsi/|/ˈpreɡnənsi/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/pregn/pregnancy__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/pregn/pregnancy__us_1.mp3|<li class="" htag="li"><span class="x">a <span class="cl">pregnancy test</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">during pregnancy</span> <span class="x">Many women experience sickness during pregnancy.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">unplanned/unwanted pregnancies</span></span></li>;<li class="" htag="li"><span class="x">the increase in teenage pregnancies</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/pregnancy|<li class="" htag="li"><span class="x">một <span class="cl">kiểm tra thai kỳ</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">during pregnancy</span> <span class="x">Nhiều phụ nữ bị ốm trong thời kỳ mang thai.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">mang thai ngoài ý muốn/không mong muốn</span></span></li>;<li class="" htag="li"><span class="x">sự gia tăng mang thai ở tuổi vị thành niên</span></li>|tình trạng mang thai
prejudice_1|prejudice|noun|C1|an unreasonable dislike of or preference for a person, group, custom, etc., especially when it is based on their race, religion, sex, etc.|/ˈpredʒədɪs/|/ˈpredʒədɪs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/preju/prejudice__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/preju/prejudice__us_1.mp3|<li class="" htag="li"><span class="x">a victim of <span class="cl">racial prejudice</span></span></li>;<li class="" htag="li"><span class="x">Their decision was based on ignorance and prejudice.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">prejudice against somebody/something</span> <span class="x">There was often prejudice against people with disabilities.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">prejudice in favour of somebody/something</span> <span class="x">She admitted to a prejudice in favour of British universities.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/prejudice_1|<li class="" htag="li"><span class="x">nạn nhân của <span class="cl">sự phân biệt chủng tộc</span></span></li>;<li class="" htag="li"><span class="x">Quyết định của họ dựa trên sự thiếu hiểu biết và định kiến.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">prejudice against somebody/something</span> <span class="x">Người khuyết tật thường có định kiến.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">prejudice in favour of somebody/something</span> <span class="x">Bà thừa nhận có thành kiến ​​thiên vị các trường đại học Anh.</span></li>|sự không thích hoặc sự ưu tiên vô lý đối với một người, nhóm người, phong tục, v.v., đặc biệt là khi nó dựa trên chủng tộc, tôn giáo, giới tính, v.v. của họ.
preliminary_1|preliminary|adjective|C1|happening before a more important action or event|/prɪˈlɪmɪnəri/|/prɪˈlɪmɪneri/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/preli/preliminary__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/preli/preliminary__us_1.mp3|<li class="" htag="li"><span class="x">After a few preliminary remarks he announced the winners.</span></li>;<li class="" htag="li"><span class="x">preliminary results/findings/enquiries</span></li>;<li class="" htag="li"><span class="x">the preliminary rounds of the contest</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">preliminary to something</span> <span class="x">pilot studies preliminary to a full-scale study</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/preliminary_1|<li class="" htag="li"><span class="x">Sau một vài phát biểu mở đầu, ông đã công bố những người chiến thắng.</span></li>;<li class="" htag="li"><span class="x">kết quả/phát hiện/yêu cầu sơ bộ</span></li>;<li class="" htag="li"><span class="x">vòng sơ loại của cuộc thi</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">preliminary to something</span> <span class="x">nghiên cứu thí điểm trước khi tiến hành nghiên cứu toàn diện</span></li>|xảy ra trước một hành động hoặc sự kiện quan trọng hơn
premier_1|premier|adjective|C1|most important, famous or successful|/ˈpremiə(r)/|/prɪˈmɪr/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/premi/premier__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/premi/premier__us_1_rr.mp3|<li class="" htag="li"><span class="x">one of the country’s premier chefs</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(British English, <span class=""subj"" subj=""sport"">sport</span>)</span> <span class="x">the Premier League/Division</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/premier_1|<li class="" htag="li"><span class="x">một trong những đầu bếp hàng đầu của đất nước</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(British English, <span class=""subj"" subj=""sport"">sport</span>)</span> <span class="x">Giải Ngoại hạng Anh/Giải đấu</span></li>|quan trọng nhất, nổi tiếng hoặc thành công nhất
premise|premise|noun|C1|a statement or an idea that forms the basis for a reasonable line of argument|/ˈpremɪs/|/ˈpremɪs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/premi/premise__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/premi/premise__us_1.mp3|<li class="" htag="li"><span class="x">the <span class="cl">basic premise</span> of her argument</span></li>;<li class="" htag="li"><span class="x">The argument rests on a <span class="cl">false premise</span>.</span></li>;<li class="" htag="li"><span class="x">His reasoning is based on the premise that all people are equally capable of good and evil.</span></li>;<li class="" htag="li"><span class="x">The premise on which they worked was that there would always be enough natural resources to support them.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/premise|<li class="" htag="li"><span class="x"><span class="cl">tiền đề cơ bản</span> of her argument</span></li>;<li class="" htag="li"><span class="x">Lập luận dựa trên một <span class="cl">tiền đề sai</span>.</span></li>;<li class="" htag="li"><span class="x">Lý luận của ông dựa trên tiền đề rằng tất cả mọi người đều có khả năng làm điều thiện và điều ác như nhau.</span></li>;<li class="" htag="li"><span class="x">Tiền đề mà họ dựa vào đó là sẽ luôn có đủ tài nguyên thiên nhiên để hỗ trợ họ.</span></li>|một tuyên bố hoặc một ý tưởng tạo thành cơ sở cho một dòng lập luận hợp lý
premium_1|premium|noun|C1|an amount of money that you pay once or regularly for an insurance policy|/ˈpriːmiəm/|/ˈpriːmiəm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/premi/premium__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/premi/premium__us_1.mp3|<li class="" htag="li"><span class="x">a monthly premium of £6.25</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/premium_1|<li class="" htag="li"><span class="x">phí bảo hiểm hàng tháng là 6,25 bảng Anh</span></li>|số tiền bạn trả một lần hoặc thường xuyên cho một hợp đồng bảo hiểm
prescribe|prescribe|verb|C1|to tell somebody to take a particular medicine or have a particular treatment; to write a prescription for a particular medicine, etc.|/prɪˈskraɪb/|/prɪˈskraɪb/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/presc/prescribe__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/presc/prescribe__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">prescribe something</span> <span class="x">Valium is usually prescribed to treat anxiety.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">prescribe (somebody) something (for something)</span> <span class="x">He may be able to prescribe you something for that cough.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/prescribe|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">prescribe something</span> <span class="x">Thuốc Valium thường được kê đơn để điều trị chứng lo âu.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">prescribe (somebody) something (for something)</span> <span class="x">Bác sĩ có thể kê đơn thuốc để chữa ho cho bạn.</span></li>|bảo ai đó uống một loại thuốc cụ thể hoặc áp dụng phương pháp điều trị cụ thể; kê đơn thuốc cho một loại thuốc cụ thể, v.v.
prescription|prescription|noun|C1|an official piece of paper on which a doctor writes the type of medicine you should have, and which enables you to get it from a chemist's |/prɪˈskrɪpʃn/|/prɪˈskrɪpʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/presc/prescription__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/presc/prescription__us_1.mp3|<li class="" htag="li"><span class="cf" hclass="cf" htag="span">prescription for something</span> <span class="x">The doctor gave me a prescription for antibiotics.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">on prescription</span> <span class="labels" hclass="labels" htag="span">(British English)</span> <span class="x">Antibiotics are only available on prescription.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">by prescription</span> <span class="labels" hclass="labels" htag="span">(North American English)</span> <span class="x">Antibiotics are only available by prescription.</span></li>;<li class="" htag="li"><span class="x">They are not available without a prescription.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">prescription drugs/medication(s)</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/prescription|<li class="" htag="li"><span class="cf" hclass="cf" htag="span">prescription for something</span> <span class="x">Bác sĩ đã kê đơn thuốc kháng sinh cho tôi.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">on prescription</span> <span class="labels" hclass="labels" htag="span">(British English)</span> <span class="x">Thuốc kháng sinh chỉ được bán theo đơn.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">by prescription</span> <span class="labels" hclass="labels" htag="span">(North American English)</span> <span class="x">Thuốc kháng sinh chỉ được bán theo đơn.</span></li>;<li class="" htag="li"><span class="x">Không thể mua thuốc này nếu không có đơn thuốc.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">thuốc theo toa/thuốc men</span></span></li>|một tờ giấy chính thức mà bác sĩ ghi loại thuốc bạn nên dùng và cho phép bạn lấy thuốc từ hiệu thuốc
presently|presently|adverb|C1|at the time you are speaking or writing; now|/ˈprezntli/|/ˈprezntli/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/prese/presently__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/prese/presently__us_1.mp3|<li class="" htag="li"><span class="x">The crime is presently being investigated by the police.</span></li>;<li class="" htag="li"><span class="x">These are the courses presently available.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/presently|<li class="" htag="li"><span class="x">Hiện tại, cảnh sát đang điều tra vụ án.</span></li>;<li class="" htag="li"><span class="x">Đây là các khóa học hiện đang có.</span></li>|vào thời điểm bạn đang nói hoặc viết; bây giờ
preservation|preservation|noun|C1|the act of keeping something in its original state or in good condition|/ˌprezəˈveɪʃn/|/ˌprezərˈveɪʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/prese/preservation__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/prese/preservation__us_1.mp3|<li class="" htag="li"><span class="x">building/environmental/food preservation</span></li>;<li class="" htag="li"><span class="x">a preservation group/society</span></li>;<li class="" htag="li"><span class="x">The council has placed a preservation order on the building.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/preservation|<li class="" htag="li"><span class="x">xây dựng/môi trường/bảo quản thực phẩm</span></li>;<li class="" htag="li"><span class="x">một nhóm/xã hội bảo tồn</span></li>;<li class="" htag="li"><span class="x">Hội đồng đã ban hành lệnh bảo tồn tòa nhà.</span></li>|hành động giữ một cái gì đó ở trạng thái ban đầu hoặc trong tình trạng tốt
preside|preside|verb|C1|to lead or be in charge of a meeting, ceremony, etc.|/prɪˈzaɪd/|/prɪˈzaɪd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/presi/preside__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/presi/preside__us_1.mp3|<li class="" htag="li"><span class="x">the presiding judge</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">preside at/over something</span> <span class="x">They asked if I would preside at the committee meeting.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(figurative)</span> <span class="x">The party presided over one of the worst economic declines in the country's history <span class="gloss" hclass="gloss" htag="span">(= it was in power when the decline happened)</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/preside|<li class="" htag="li"><span class="x">thẩm phán chủ tọa</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">preside at/over something</span> <span class="x">Họ hỏi liệu tôi có muốn chủ trì cuộc họp của ủy ban không.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(figurative)</span> <span class="x">Đảng đã chủ trì một trong những cuộc suy thoái kinh tế tồi tệ nhất trong lịch sử đất nước <span class="gloss" hclass="gloss" htag="span">(= đảng đang nắm quyền khi cuộc suy thoái xảy ra)</span>.</span></li>|dẫn dắt hoặc phụ trách một cuộc họp, buổi lễ, v.v.
presidency|presidency|noun|C1|the job of being president of a country or an organization; the period of time somebody holds this job|/ˈprezɪdənsi/|/ˈprezɪdənsi/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/presi/presidency__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/presi/presidency__us_1.mp3|<li class="" htag="li"><span class="x">the current holder of the EU presidency</span></li>;<li class="" htag="li"><span class="x">She hopes to be the first woman elected to the presidency of the United States.</span></li>;<li class="" htag="li"><span class="x">He was a White House official during the Bush presidency.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/presidency|<li class="" htag="li"><span class="x">người hiện đang giữ chức chủ tịch EU</span></li>;<li class="" htag="li"><span class="x">Bà hy vọng sẽ trở thành người phụ nữ đầu tiên được bầu vào vị trí tổng thống Hoa Kỳ.</span></li>;<li class="" htag="li"><span class="x">Ông là quan chức Nhà Trắng dưới thời tổng thống Bush.</span></li>|công việc là chủ tịch của một quốc gia hoặc một tổ chức; khoảng thời gian mà ai đó giữ chức vụ này
presidential|presidential|adjective|C1|connected with the position or activities of a president|/ˌprezɪˈdenʃl/|/ˌprezɪˈdenʃl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/presi/presidential__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/presi/presidential__us_1.mp3|<li class="" htag="li"><span class="x">a presidential campaign/candidate/election</span></li>;<li class="" htag="li"><span class="x">a presidential system of government</span></li>;<li class="" htag="li"><span class="x">a presidential year <span class="gloss" hclass="gloss" htag="span">(= one in which the people vote for the next president of the country)</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/presidential|<li class="" htag="li"><span class="x">một chiến dịch tranh cử/ứng cử viên/cuộc bầu cử tổng thống</span></li>;<li class="" htag="li"><span class="x">một hệ thống chính phủ tổng thống</span></li>;<li class="" htag="li"><span class="x">một năm tổng thống <span class="gloss" hclass="gloss" htag="span">(= năm mà người dân bỏ phiếu bầu ra tổng thống tiếp theo của đất nước)</span></span></li>|liên quan đến vị trí hoặc hoạt động của một tổng thống
prestigious|prestigious|adjective|C1|respected and admired as very important or of very high quality|/preˈstɪdʒəs/|/preˈstiːdʒəs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/prest/prestigious__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/prest/prestigious__us_2_rr.mp3|<li class="" htag="li"><span class="x">a <span class="cl">prestigious award</span></span></li>;<li class="" htag="li"><span class="x">a <span class="cl">highly prestigious</span> university</span></li>;<li class="" htag="li"><span class="x">My parents wanted me to go to a more prestigious university.</span></li>;<li class="" htag="li"><span class="x">the city’s most prestigious and exclusive hotel</span></li>;<li class="" htag="li"><span class="x">The Gold Cup is one of the most prestigious events in the racing calendar.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/prestigious|<li class="" htag="li"><span class="x">một <span class="cl">giải thưởng danh giá</span></span></li>;<li class="" htag="li"><span class="x">một <span class="cl">có uy tín cao</span> university</span></li>;<li class="" htag="li"><span class="x">Bố mẹ tôi muốn tôi học ở một trường đại học danh tiếng hơn.</span></li>;<li class="" htag="li"><span class="x">khách sạn sang trọng và độc quyền nhất thành phố</span></li>;<li class="" htag="li"><span class="x">Gold Cup là một trong những sự kiện danh giá nhất trong lịch trình đua xe.</span></li>|được tôn trọng và ngưỡng mộ vì rất quan trọng hoặc có chất lượng rất cao
presumably|presumably|adverb|C1|used to say that you think that something is probably true|/prɪˈzjuːməbli/|/prɪˈzuːməbli/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/presu/presumably__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/presu/presumably__us_1.mp3|<li class="" htag="li"><span class="x">Presumably this is where the accident happened.</span></li>;<li class="" htag="li"><span class="x">You'll be taking the car, presumably?</span></li>;<li class="" htag="li"><span class="x">I couldn't concentrate, presumably because I was so tired.</span></li>;<li class="" htag="li"><span class="x">Presumably you’ll be leaving the children at home.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/presumably|<li class="" htag="li"><span class="x">Có lẽ đây chính là nơi xảy ra tai nạn.</span></li>;<li class="" htag="li"><span class="x">Có lẽ bạn sẽ đi xe ô tô phải không?</span></li>;<li class="" htag="li"><span class="x">Tôi không thể tập trung được, có lẽ vì tôi quá mệt.</span></li>;<li class="" htag="li"><span class="x">Có lẽ bạn sẽ để bọn trẻ ở nhà.</span></li>|được dùng để nói rằng bạn nghĩ rằng điều gì đó có lẽ là đúng
presume|presume|verb|C1|to suppose that something is true, although you do not have actual proof|/prɪˈzjuːm/|/prɪˈzuːm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/presu/presume__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/presu/presume__us_1.mp3|<li class="" htag="li"><span class="x">They are very expensive, I presume?</span></li>;<li class="" htag="li"><span class="x">‘Is he still abroad?’ ‘<span class="cl">I presume so</span>.’</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">presume (that)…</span> <span class="x">I presumed (that) he understood the rules.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">it is presumed that…</span> <span class="x">Little is known of the youngest son; it is presumed that he died young.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">presume somebody/something to be/have something</span> <span class="x">I presumed him to be her husband.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/presume|<li class="" htag="li"><span class="x">Tôi cho là chúng rất đắt phải không?</span></li>;<li class="" htag="li"><span class="x">‘Anh ấy vẫn ở nước ngoài à?’ ‘<span class="cl">Tôi cho là vậy</span>.’</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">presume (that)…</span> <span class="x">Tôi cho rằng anh ấy hiểu các quy tắc.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">it is presumed that…</span> <span class="x">Người ta biết rất ít về người con trai út; người ta cho rằng anh ta mất khi còn trẻ.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">presume somebody/something to be/have something</span> <span class="x">Tôi cho rằng anh ấy là chồng cô ấy.</span></li>|cho rằng điều gì đó là đúng, mặc dù bạn không có bằng chứng thực tế
prevail|prevail|verb|C1|to exist or be very common at a particular time or in a particular place|/prɪˈveɪl/|/prɪˈveɪl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/preva/prevail__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/preva/prevail__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">prevail in something</span> <span class="x">We were horrified at the conditions prevailing in local prisons.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">prevail among somebody</span> <span class="x">Those beliefs still prevail among certain social groups.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/prevail|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">prevail in something</span> <span class="x">Chúng tôi kinh hoàng trước tình trạng hiện hành ở các nhà tù địa phương.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">prevail among somebody</span> <span class="x">Những niềm tin đó vẫn còn tồn tại trong một số nhóm xã hội.</span></li>|tồn tại hoặc rất phổ biến tại một thời điểm cụ thể hoặc ở một địa điểm cụ thể
prevalence|prevalence|noun|C1|the fact of existing or being very common at a particular time or in a particular place|/ˈprevələns/|/ˈprevələns/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/preva/prevalence__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/preva/prevalence__us_1.mp3|<li class="" htag="li"><span class="x">an increase in the prevalence of smoking among young people</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/prevalence|<li class="" htag="li"><span class="x">sự gia tăng tỷ lệ hút thuốc ở những người trẻ tuổi</span></li>|sự tồn tại hoặc rất phổ biến tại một thời điểm cụ thể hoặc ở một địa điểm cụ thể
prevention|prevention|noun|C1|the act of stopping something bad from happening|/prɪˈvenʃn/|/prɪˈvenʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/preve/prevention__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/preve/prevention__us_1.mp3|<li class="" htag="li"><span class="x"><span class="cl">accident/crime prevention</span></span></li>;<li class="" htag="li"><span class="x">the prevention of disease</span></li>;<li class="" htag="li"><span class="x">a fire prevention officer</span></li>;<li class="" htag="li"><span class="x">a drug prevention programme</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/prevention|<li class="" htag="li"><span class="x"><span class="cl">phòng ngừa tai nạn/tội phạm</span></span></li>;<li class="" htag="li"><span class="x">phòng ngừa bệnh tật</span></li>;<li class="" htag="li"><span class="x">một nhân viên phòng cháy chữa cháy</span></li>;<li class="" htag="li"><span class="x">một chương trình phòng chống ma túy</span></li>|hành động ngăn chặn điều gì đó xấu xảy ra
prey_1|prey|noun|C1|an animal, a bird, etc. that is hunted, killed and eaten by another|/preɪ/|/preɪ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/prey_/prey__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/prey_/prey__us_1.mp3|<li class="" htag="li"><span class="x">The lion will often stalk its prey for hours.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">birds of prey</span> <span class="gloss" hclass="gloss" htag="span">(= birds that kill for food)</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/prey_1|<li class="" htag="li"><span class="x">Sư tử thường rình rập con mồi trong nhiều giờ.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">chim săn mồi</span> <span class="gloss" hclass="gloss" htag="span">(= birds that kill for food)</span></span></li>|một loài động vật, một loài chim, v.v. bị săn bắt, giết chết và ăn thịt bởi một loài khác
